ï..Taxon,TPLName,Family,Reference,Year,Country,Population,Latitude,Longitude,Dry_storage,Setting,Sterilization,Nutrients,Substrate,Container_type,Container_size,Container_number,Number_per_container,Incubation_days,Scarification,Stratification_days,Stratification_temperature,Stratification_type,Stratification,Light,Photoperiod,Alternating,Tdif,Tmax,Tmin,Tmean,Temperature,Germinated,Number_seeds
Leucothoe grayana,Leucothoe grayana,Ericaceae,"Tsuyuzaki, S. and C. Miyoshi (2009). ""Effects of smoke, heat, darkness and cold stratification on seed germination of 40 species in a cool temperate zone in northern Japan."" Plant Biol (Stuttg) 11(3): 369-378.",2004,Japan,"Mount Koma, southern Hokkaido, Japan",40.06666666666667,140.7,Y,Incubator,,,Filter paper,Petri,,5,50,NA,N,30,4,Cold,Y,Y,12,Y,15,25,10,17.5,15,208,250
Aster ageratoides,Aster ageratoides,Compositae,"Tsuyuzaki, S. and C. Miyoshi (2009). ""Effects of smoke, heat, darkness and cold stratification on seed germination of 40 species in a cool temperate zone in northern Japan."" Plant Biol (Stuttg) 11(3): 369-378.",2004,Japan,"Mount Koma, southern Hokkaido, Japan",40.06666666666667,140.7,Y,Incubator,,,Filter paper,Petri,,5,50,NA,N,0,None,None,N,N,0,Y,15,25,10,17.5,15,18,250
Leucothoe grayana,Leucothoe grayana,Ericaceae,"Tsuyuzaki, S. and C. Miyoshi (2009). ""Effects of smoke, heat, darkness and cold stratification on seed germination of 40 species in a cool temperate zone in northern Japan."" Plant Biol (Stuttg) 11(3): 369-378.",2004,Japan,"Mount Koma, southern Hokkaido, Japan",40.06666666666667,140.7,Y,Incubator,,,Filter paper,Petri,,5,50,NA,N,0,None,None,N,Y,12,Y,15,25,10,17.5,15,168,250
Lespedeza bicolor,Lespedeza bicolor,Leguminosae,"Tsuyuzaki, S. and C. Miyoshi (2009). ""Effects of smoke, heat, darkness and cold stratification on seed germination of 40 species in a cool temperate zone in northern Japan."" Plant Biol (Stuttg) 11(3): 369-378.",2005,Japan,"Ishikari Plains, Japan",43.05,141.33333333333334,Y,Incubator,,,Filter paper,Petri,,5,50,NA,N,30,4,Cold,Y,Y,12,Y,15,25,10,17.5,15,0,250
Calamagrostis hakonensis,Calamagrostis hakonensis,Poaceae,"Tsuyuzaki, S. and C. Miyoshi (2009). ""Effects of smoke, heat, darkness and cold stratification on seed germination of 40 species in a cool temperate zone in northern Japan."" Plant Biol (Stuttg) 11(3): 369-378.",2004,Japan,"Mount Koma, southern Hokkaido, Japan",40.06666666666667,140.7,Y,Incubator,,,Filter paper,Petri,,5,50,NA,N,0,None,None,N,N,0,Y,15,25,10,17.5,15,45,250
Juncus effusus,Juncus effusus,Juncaceae,"Tsuyuzaki, S. and C. Miyoshi (2009). ""Effects of smoke, heat, darkness and cold stratification on seed germination of 40 species in a cool temperate zone in northern Japan."" Plant Biol (Stuttg) 11(3): 369-378.",2004,Japan,"Mount Koma, southern Hokkaido, Japan",40.06666666666667,140.7,Y,Incubator,,,Filter paper,Petri,,5,50,NA,Y,0,None,None,N,Y,12,Y,15,25,10,17.5,15,240,250
Commelina communis,Commelina communis,Commelinaceae,"Tsuyuzaki, S. and C. Miyoshi (2009). ""Effects of smoke, heat, darkness and cold stratification on seed germination of 40 species in a cool temperate zone in northern Japan."" Plant Biol (Stuttg) 11(3): 369-378.",2005,Japan,"Ishikari Plains, Japan",43.05,141.33333333333334,Y,Incubator,,,Filter paper,Petri,,5,50,NA,N,30,4,Cold,Y,Y,12,Y,15,25,10,17.5,15,225,250
Vitis coignetiae,Vitis coignetiae,Vitaceae,"Tsuyuzaki, S. and C. Miyoshi (2009). ""Effects of smoke, heat, darkness and cold stratification on seed germination of 40 species in a cool temperate zone in northern Japan."" Plant Biol (Stuttg) 11(3): 369-378.",2004,Japan,"Mount Koma, southern Hokkaido, Japan",40.06666666666667,140.7,Y,Incubator,,,Filter paper,Petri,,5,50,NA,N,0,None,None,N,Y,12,Y,15,25,10,17.5,15,0,250
Aster ageratoides,Aster ageratoides,Compositae,"Tsuyuzaki, S. and C. Miyoshi (2009). ""Effects of smoke, heat, darkness and cold stratification on seed germination of 40 species in a cool temperate zone in northern Japan."" Plant Biol (Stuttg) 11(3): 369-378.",2004,Japan,"Mount Koma, southern Hokkaido, Japan",40.06666666666667,140.7,Y,Incubator,,,Filter paper,Petri,,5,50,NA,N,0,None,None,N,Y,12,Y,15,25,10,17.5,15,70,250
Rumex acetosella,Rumex acetosella,Polygonaceae,"Tsuyuzaki, S. and C. Miyoshi (2009). ""Effects of smoke, heat, darkness and cold stratification on seed germination of 40 species in a cool temperate zone in northern Japan."" Plant Biol (Stuttg) 11(3): 369-378.",2004,Japan,"Mount Koma, southern Hokkaido, Japan",40.06666666666667,140.7,Y,Incubator,,,Filter paper,Petri,,5,50,NA,N,30,4,Cold,Y,Y,12,Y,15,25,10,17.5,15,22,250
Epilobium angustifolium,Epilobium angustifolium,Onagraceae,"Tsuyuzaki, S. and C. Miyoshi (2009). ""Effects of smoke, heat, darkness and cold stratification on seed germination of 40 species in a cool temperate zone in northern Japan."" Plant Biol (Stuttg) 11(3): 369-378.",2005,Japan,"Ishikari Plains, Japan",43.05,141.33333333333334,Y,Incubator,,,Filter paper,Petri,,5,50,NA,Y,0,None,None,N,Y,12,Y,15,25,10,17.5,15,95,250
Rumex acetosella,Rumex acetosella,Polygonaceae,"Tsuyuzaki, S. and C. Miyoshi (2009). ""Effects of smoke, heat, darkness and cold stratification on seed germination of 40 species in a cool temperate zone in northern Japan."" Plant Biol (Stuttg) 11(3): 369-378.",2004,Japan,"Mount Koma, southern Hokkaido, Japan",40.06666666666667,140.7,Y,Incubator,,,Filter paper,Petri,,5,50,NA,N,0,None,None,N,Y,12,Y,15,25,10,17.5,15,68,250
Juncus effusus,Juncus effusus,Juncaceae,"Tsuyuzaki, S. and C. Miyoshi (2009). ""Effects of smoke, heat, darkness and cold stratification on seed germination of 40 species in a cool temperate zone in northern Japan."" Plant Biol (Stuttg) 11(3): 369-378.",2004,Japan,"Mount Koma, southern Hokkaido, Japan",40.06666666666667,140.7,Y,Incubator,,,Filter paper,Petri,,5,50,NA,N,0,None,None,N,N,0,Y,15,25,10,17.5,15,0,250
Miscanthus sinensis,Miscanthus sinensis,Poaceae,"Tsuyuzaki, S. and C. Miyoshi (2009). ""Effects of smoke, heat, darkness and cold stratification on seed germination of 40 species in a cool temperate zone in northern Japan."" Plant Biol (Stuttg) 11(3): 369-378.",2004,Japan,"Mount Koma, southern Hokkaido, Japan",40.06666666666667,140.7,Y,Incubator,,,Filter paper,Petri,,5,50,NA,N,30,4,Cold,Y,Y,12,Y,15,25,10,17.5,15,220,250
Miscanthus sinensis,Miscanthus sinensis,Poaceae,"Tsuyuzaki, S. and C. Miyoshi (2009). ""Effects of smoke, heat, darkness and cold stratification on seed germination of 40 species in a cool temperate zone in northern Japan."" Plant Biol (Stuttg) 11(3): 369-378.",2004,Japan,"Mount Koma, southern Hokkaido, Japan",40.06666666666667,140.7,Y,Incubator,,,Filter paper,Petri,,5,50,NA,N,0,None,None,N,N,0,Y,15,25,10,17.5,15,215,250
Aster ageratoides,Aster ageratoides,Compositae,"Tsuyuzaki, S. and C. Miyoshi (2009). ""Effects of smoke, heat, darkness and cold stratification on seed germination of 40 species in a cool temperate zone in northern Japan."" Plant Biol (Stuttg) 11(3): 369-378.",2004,Japan,"Mount Koma, southern Hokkaido, Japan",40.06666666666667,140.7,Y,Incubator,,,Filter paper,Petri,,5,50,NA,N,30,4,Cold,Y,Y,12,Y,15,25,10,17.5,15,88,250
Weigela hortensis,Weigela hortensis,Caprifoliaceae,"Tsuyuzaki, S. and C. Miyoshi (2009). ""Effects of smoke, heat, darkness and cold stratification on seed germination of 40 species in a cool temperate zone in northern Japan."" Plant Biol (Stuttg) 11(3): 369-378.",2004,Japan,"Mount Koma, southern Hokkaido, Japan",40.06666666666667,140.7,Y,Incubator,,,Filter paper,Petri,,5,50,NA,N,30,4,Cold,Y,Y,12,Y,15,25,10,17.5,15,212,250
Anaphalis margaritacea,Anaphalis margaritacea,Compositae,"Tsuyuzaki, S. and C. Miyoshi (2009). ""Effects of smoke, heat, darkness and cold stratification on seed germination of 40 species in a cool temperate zone in northern Japan."" Plant Biol (Stuttg) 11(3): 369-378.",2004,Japan,"Mount Koma, southern Hokkaido, Japan",40.06666666666667,140.7,Y,Incubator,,,Filter paper,Petri,,5,50,NA,N,0,None,None,N,Y,12,Y,15,25,10,17.5,15,235,250
Anaphalis margaritacea,Anaphalis margaritacea,Compositae,"Tsuyuzaki, S. and C. Miyoshi (2009). ""Effects of smoke, heat, darkness and cold stratification on seed germination of 40 species in a cool temperate zone in northern Japan."" Plant Biol (Stuttg) 11(3): 369-378.",2004,Japan,"Mount Koma, southern Hokkaido, Japan",40.06666666666667,140.7,Y,Incubator,,,Filter paper,Petri,,5,50,NA,N,30,4,Cold,Y,Y,12,Y,15,25,10,17.5,15,212,250
Rubus parvifolius,Rubus parvifolius,Rosaceae,"Tsuyuzaki, S. and C. Miyoshi (2009). ""Effects of smoke, heat, darkness and cold stratification on seed germination of 40 species in a cool temperate zone in northern Japan."" Plant Biol (Stuttg) 11(3): 369-378.",2004,Japan,"Mount Koma, southern Hokkaido, Japan",40.06666666666667,140.7,Y,Incubator,,,Filter paper,Petri,,5,50,NA,N,0,None,None,N,N,0,Y,15,25,10,17.5,15,0,250
Aralia elata,Aralia elata,Araliaceae,"Tsuyuzaki, S. and C. Miyoshi (2009). ""Effects of smoke, heat, darkness and cold stratification on seed germination of 40 species in a cool temperate zone in northern Japan."" Plant Biol (Stuttg) 11(3): 369-378.",2004,Japan,"Mount Koma, southern Hokkaido, Japan",40.06666666666667,140.7,Y,Incubator,,,Filter paper,Petri,,5,50,NA,N,30,4,Cold,Y,Y,12,Y,15,25,10,17.5,15,112,250
Lotus corniculatus,Lotus corniculatus,Leguminosae,"Tsuyuzaki, S. and C. Miyoshi (2009). ""Effects of smoke, heat, darkness and cold stratification on seed germination of 40 species in a cool temperate zone in northern Japan."" Plant Biol (Stuttg) 11(3): 369-378.",2004,Japan,"Mount Koma, southern Hokkaido, Japan",40.06666666666667,140.7,Y,Incubator,,,Filter paper,Petri,,5,50,NA,Y,0,None,None,N,Y,12,Y,15,25,10,17.5,15,35,250
Lespedeza bicolor,Lespedeza bicolor,Leguminosae,"Tsuyuzaki, S. and C. Miyoshi (2009). ""Effects of smoke, heat, darkness and cold stratification on seed germination of 40 species in a cool temperate zone in northern Japan."" Plant Biol (Stuttg) 11(3): 369-378.",2005,Japan,"Ishikari Plains, Japan",43.05,141.33333333333334,Y,Incubator,,,Filter paper,Petri,,5,50,NA,Y,0,None,None,N,Y,12,Y,15,25,10,17.5,15,40,250
Vitis coignetiae,Vitis coignetiae,Vitaceae,"Tsuyuzaki, S. and C. Miyoshi (2009). ""Effects of smoke, heat, darkness and cold stratification on seed germination of 40 species in a cool temperate zone in northern Japan."" Plant Biol (Stuttg) 11(3): 369-378.",2004,Japan,"Mount Koma, southern Hokkaido, Japan",40.06666666666667,140.7,Y,Incubator,,,Filter paper,Petri,,5,50,NA,N,0,None,None,N,N,0,Y,15,25,10,17.5,15,10,250
Leucothoe grayana,Leucothoe grayana,Ericaceae,"Tsuyuzaki, S. and C. Miyoshi (2009). ""Effects of smoke, heat, darkness and cold stratification on seed germination of 40 species in a cool temperate zone in northern Japan."" Plant Biol (Stuttg) 11(3): 369-378.",2004,Japan,"Mount Koma, southern Hokkaido, Japan",40.06666666666667,140.7,Y,Incubator,,,Filter paper,Petri,,5,50,NA,N,0,None,None,N,N,0,Y,15,25,10,17.5,15,0,250
Commelina communis,Commelina communis,Commelinaceae,"Tsuyuzaki, S. and C. Miyoshi (2009). ""Effects of smoke, heat, darkness and cold stratification on seed germination of 40 species in a cool temperate zone in northern Japan."" Plant Biol (Stuttg) 11(3): 369-378.",2005,Japan,"Ishikari Plains, Japan",43.05,141.33333333333334,Y,Incubator,,,Filter paper,Petri,,5,50,NA,N,0,None,None,N,Y,12,Y,15,25,10,17.5,15,0,250
Prunus grayana,Prunus grayana,Rosaceae,"Tsuyuzaki, S. and C. Miyoshi (2009). ""Effects of smoke, heat, darkness and cold stratification on seed germination of 40 species in a cool temperate zone in northern Japan."" Plant Biol (Stuttg) 11(3): 369-378.",2004,Japan,"Mount Koma, southern Hokkaido, Japan",40.06666666666667,140.7,Y,Incubator,,,Filter paper,Petri,,5,50,NA,N,0,None,None,N,Y,12,Y,15,25,10,17.5,15,2,250
Prunus grayana,Prunus grayana,Rosaceae,"Tsuyuzaki, S. and C. Miyoshi (2009). ""Effects of smoke, heat, darkness and cold stratification on seed germination of 40 species in a cool temperate zone in northern Japan."" Plant Biol (Stuttg) 11(3): 369-378.",2004,Japan,"Mount Koma, southern Hokkaido, Japan",40.06666666666667,140.7,Y,Incubator,,,Filter paper,Petri,,5,50,NA,N,30,4,Cold,Y,Y,12,Y,15,25,10,17.5,15,0,250
Commelina communis,Commelina communis,Commelinaceae,"Tsuyuzaki, S. and C. Miyoshi (2009). ""Effects of smoke, heat, darkness and cold stratification on seed germination of 40 species in a cool temperate zone in northern Japan."" Plant Biol (Stuttg) 11(3): 369-378.",2005,Japan,"Ishikari Plains, Japan",43.05,141.33333333333334,Y,Incubator,,,Filter paper,Petri,,5,50,NA,Y,0,None,None,N,Y,12,Y,15,25,10,17.5,15,0,250
Solidago virgaurea,Solidago virgaurea,Compositae,"Tsuyuzaki, S. and C. Miyoshi (2009). ""Effects of smoke, heat, darkness and cold stratification on seed germination of 40 species in a cool temperate zone in northern Japan."" Plant Biol (Stuttg) 11(3): 369-378.",2004,Japan,"Mount Koma, southern Hokkaido, Japan",40.06666666666667,140.7,Y,Incubator,,,Filter paper,Petri,,5,50,NA,N,30,4,Cold,Y,Y,12,Y,15,25,10,17.5,15,238,250
Aralia elata,Aralia elata,Araliaceae,"Tsuyuzaki, S. and C. Miyoshi (2009). ""Effects of smoke, heat, darkness and cold stratification on seed germination of 40 species in a cool temperate zone in northern Japan."" Plant Biol (Stuttg) 11(3): 369-378.",2004,Japan,"Mount Koma, southern Hokkaido, Japan",40.06666666666667,140.7,Y,Incubator,,,Filter paper,Petri,,5,50,NA,Y,0,None,None,N,Y,12,Y,15,25,10,17.5,15,128,250
Aster ageratoides,Aster ageratoides,Compositae,"Tsuyuzaki, S. and C. Miyoshi (2009). ""Effects of smoke, heat, darkness and cold stratification on seed germination of 40 species in a cool temperate zone in northern Japan."" Plant Biol (Stuttg) 11(3): 369-378.",2004,Japan,"Mount Koma, southern Hokkaido, Japan",40.06666666666667,140.7,Y,Incubator,,,Filter paper,Petri,,5,50,NA,Y,0,None,None,N,Y,12,Y,15,25,10,17.5,15,80,250
Calamagrostis hakonensis,Calamagrostis hakonensis,Poaceae,"Tsuyuzaki, S. and C. Miyoshi (2009). ""Effects of smoke, heat, darkness and cold stratification on seed germination of 40 species in a cool temperate zone in northern Japan."" Plant Biol (Stuttg) 11(3): 369-378.",2004,Japan,"Mount Koma, southern Hokkaido, Japan",40.06666666666667,140.7,Y,Incubator,,,Filter paper,Petri,,5,50,NA,N,0,None,None,N,Y,12,Y,15,25,10,17.5,15,175,250
Prunus grayana,Prunus grayana,Rosaceae,"Tsuyuzaki, S. and C. Miyoshi (2009). ""Effects of smoke, heat, darkness and cold stratification on seed germination of 40 species in a cool temperate zone in northern Japan."" Plant Biol (Stuttg) 11(3): 369-378.",2004,Japan,"Mount Koma, southern Hokkaido, Japan",40.06666666666667,140.7,Y,Incubator,,,Filter paper,Petri,,5,50,NA,N,0,None,None,N,N,0,Y,15,25,10,17.5,15,0,250
Hydrangea paniculata,Hydrangea paniculata,Hydrangeaceae,"Tsuyuzaki, S. and C. Miyoshi (2009). ""Effects of smoke, heat, darkness and cold stratification on seed germination of 40 species in a cool temperate zone in northern Japan."" Plant Biol (Stuttg) 11(3): 369-378.",2004,Japan,"Mount Koma, southern Hokkaido, Japan",40.06666666666667,140.7,Y,Incubator,,,Filter paper,Petri,,5,50,NA,N,0,None,None,N,Y,12,Y,15,25,10,17.5,15,125,250
Juncus effusus,Juncus effusus,Juncaceae,"Tsuyuzaki, S. and C. Miyoshi (2009). ""Effects of smoke, heat, darkness and cold stratification on seed germination of 40 species in a cool temperate zone in northern Japan."" Plant Biol (Stuttg) 11(3): 369-378.",2004,Japan,"Mount Koma, southern Hokkaido, Japan",40.06666666666667,140.7,Y,Incubator,,,Filter paper,Petri,,5,50,NA,N,30,4,Cold,Y,Y,12,Y,15,25,10,17.5,15,198,250
Commelina communis,Commelina communis,Commelinaceae,"Tsuyuzaki, S. and C. Miyoshi (2009). ""Effects of smoke, heat, darkness and cold stratification on seed germination of 40 species in a cool temperate zone in northern Japan."" Plant Biol (Stuttg) 11(3): 369-378.",2005,Japan,"Ishikari Plains, Japan",43.05,141.33333333333334,Y,Incubator,,,Filter paper,Petri,,5,50,NA,N,0,None,None,N,N,0,Y,15,25,10,17.5,15,0,250
Prunus grayana,Prunus grayana,Rosaceae,"Tsuyuzaki, S. and C. Miyoshi (2009). ""Effects of smoke, heat, darkness and cold stratification on seed germination of 40 species in a cool temperate zone in northern Japan."" Plant Biol (Stuttg) 11(3): 369-378.",2004,Japan,"Mount Koma, southern Hokkaido, Japan",40.06666666666667,140.7,Y,Incubator,,,Filter paper,Petri,,5,50,NA,Y,0,None,None,N,Y,12,Y,15,25,10,17.5,15,0,250
Staphylea pinnata,Staphylea pinnata,Staphyleaceae,"Tylkowski, T. (2007). ""Stratification conditions determining seed dormancy release of european bladder nut (Staphylea pinnata L.)."" Acta Societatis Botanicorum Poloniae 76(2): 95-101.",2000,Poland,"Dukla forest, Poland",49.55,21.666666666666668,Y,Incubator,,,Sand and peat 1:1,,,3,50,336,N,63,15,Warm,Y,NA,NA,N,0,3,3,3,5,120,150
Juniperus communis,Juniperus communis,Cupressaceae,"Tylkowski, T. (2009). ""Improving seed germination and seedling emergence in the Juniperus communis."" Dendrobiology 61: 47-53.",2006,Poland,"Shrub B, Wielu? Forest District, Poland",51.21666666666667,18.566666666666666,Y,Incubator,,,Sand and peat 1:1,,,3,50,NA,N,182,15+3,W+C,Y,NA,NA,Y,12,15,3,9,10,0,150
Juniperus communis,Juniperus communis,Cupressaceae,"Tylkowski, T. (2009). ""Improving seed germination and seedling emergence in the Juniperus communis."" Dendrobiology 61: 47-53.",2003,Poland,"Shrub A, Wielu? Forest District, Poland",51.21666666666667,18.566666666666666,Y,Incubator,,,Sand and peat 1:1,,,3,50,NA,N,182,15+3,W+C,Y,NA,NA,Y,12,15,3,9,10,0,150
Juniperus communis,Juniperus communis,Cupressaceae,"Tylkowski, T. (2009). ""Improving seed germination and seedling emergence in the Juniperus communis."" Dendrobiology 61: 47-53.",2006,Poland,"Shrub C, Grodziec Forest District, Poland",52.03333333333333,18.05,Y,Incubator,,,Sand and peat 1:1,,,3,50,NA,N,182,15+3,W+C,Y,NA,NA,Y,12,15,3,9,10,0,150
Daboecia cantabrica,Daboecia cantabrica,Ericaceae,"Valbuena, L. and M. L. Vera (2002). ""The effects of thermal scarification and seed storage on germination of four heathland species."" Plant Ecology 161(1): 137-144.",1994,Spain,"San Isidro, LeÃ³n, Spain",43.05,-5.383333333333334,Y,Incubator,,,Filter paper,Petri,8.5 cm,5,60,NA,N,0,None,None,N,N,0,N,0,20,20,20,20,0,300
Daboecia cantabrica,Daboecia cantabrica,Ericaceae,"Valbuena, L. and M. L. Vera (2002). ""The effects of thermal scarification and seed storage on germination of four heathland species."" Plant Ecology 161(1): 137-144.",1994,Spain,"San Isidro, LeÃ³n, Spain",43.05,-5.383333333333334,Y,Incubator,,,Filter paper,Petri,8.5 cm,5,60,NA,Y,0,None,None,N,Y,15,N,0,20,20,20,20,219,300
Daboecia cantabrica,Daboecia cantabrica,Ericaceae,"Valbuena, L. and M. L. Vera (2002). ""The effects of thermal scarification and seed storage on germination of four heathland species."" Plant Ecology 161(1): 137-144.",1994,Spain,"San Isidro, LeÃ³n, Spain",43.05,-5.383333333333334,Y,Incubator,,,Filter paper,Petri,8.5 cm,5,60,NA,N,0,None,None,N,Y,15,N,0,20,20,20,20,15,300
Quercus pyrenaica,Quercus pyrenaica,Fagaceae,"Valbuena, L. and R. Tarrega (1998). ""The influence of heat and mechanical scarification on the germination capacity of Quercus pyrenaica seeds."" New Forests 16(2): 177-183.",1993,Spain,"Salamanca, Spain",40.983333333333334,-5.7,N,Incubator,,,Soil,Tray,36 x 24 cm,4,25,54,N,0,None,None,N,Y,12,N,0,20,20,20,20,79,100
Quercus pyrenaica,Quercus pyrenaica,Fagaceae,"Valbuena, L. and R. Tarrega (1998). ""The influence of heat and mechanical scarification on the germination capacity of Quercus pyrenaica seeds."" New Forests 16(2): 177-183.",1993,Spain,"Salamanca, Spain",40.983333333333334,-5.7,N,Incubator,,,Soil,Tray,36 x 24 cm,4,25,54,Y,0,None,None,N,Y,12,N,0,20,20,20,20,83,100
Geranium robertianum,Geranium robertianum,Geraniaceae,"Van Assche, J. A. and F. E. A. Vandelook (2006). ""Germination ecology of eleven species of <I>Geraniaceae</I> and <I>Malvaceae</I>, with special reference to the effects of drying seeds."" Seed Science Research 16(4): 283-290.",2002,Belgium,"Leuven, Belgium",50.86666666666667,4.7,N,Incubator,,,Filter paper,Petri,,3,100,10,N,0,None,None,N,Y,12,N,0,23,23,23,25,20,300
Lotus corniculatus,Lotus corniculatus,Leguminosae,"Van Assche, J. A., et al. (2003). ""Seasonal cycles in the germination capacity of buried seeds of some Leguminosae (Fabaceae)."" New Phytologist 158(2): 315-323.",1996,Belgium,"Leuven, Belgium",50.86666666666667,4.683333333333334,Y,Incubator,,,Filter paper,Petri,,3,100,56,N,0,None,None,N,Y,12,N,0,5,5,5,5,18,300
Medicago lupulina,Medicago lupulina,Leguminosae,"Van Assche, J. A., et al. (2003). ""Seasonal cycles in the germination capacity of buried seeds of some Leguminosae (Fabaceae)."" New Phytologist 158(2): 315-323.",1996,Belgium,"Leuven, Belgium",50.86666666666667,4.683333333333334,Y,Incubator,,,Filter paper,Petri,,3,100,14,N,0,None,None,N,Y,12,N,0,10,10,10,10,7,300
Medicago lupulina,Medicago lupulina,Leguminosae,"Van Assche, J. A., et al. (2003). ""Seasonal cycles in the germination capacity of buried seeds of some Leguminosae (Fabaceae)."" New Phytologist 158(2): 315-323.",1996,Belgium,"Leuven, Belgium",50.86666666666667,4.683333333333334,Y,Incubator,,,Filter paper,Petri,,3,100,14,N,0,None,None,N,Y,12,Y,10,20,10,15,15,13,300
Lotus corniculatus,Lotus corniculatus,Leguminosae,"Van Assche, J. A., et al. (2003). ""Seasonal cycles in the germination capacity of buried seeds of some Leguminosae (Fabaceae)."" New Phytologist 158(2): 315-323.",1996,Belgium,"Leuven, Belgium",50.86666666666667,4.683333333333334,Y,Incubator,,,Filter paper,Petri,,3,100,14,N,0,None,None,N,Y,12,N,0,30,30,30,30,27,300
Medicago lupulina,Medicago lupulina,Leguminosae,"Van Assche, J. A., et al. (2003). ""Seasonal cycles in the germination capacity of buried seeds of some Leguminosae (Fabaceae)."" New Phytologist 158(2): 315-323.",1996,Belgium,"Leuven, Belgium",50.86666666666667,4.683333333333334,Y,Incubator,,,Filter paper,Petri,,3,100,14,N,0,None,None,N,Y,12,N,0,30,30,30,30,2,300
Medicago lupulina,Medicago lupulina,Leguminosae,"Van Assche, J. A., et al. (2003). ""Seasonal cycles in the germination capacity of buried seeds of some Leguminosae (Fabaceae)."" New Phytologist 158(2): 315-323.",1996,Belgium,"Leuven, Belgium",50.86666666666667,4.683333333333334,Y,Incubator,,,Filter paper,Petri,,3,100,14,N,0,None,None,N,Y,12,N,0,23,23,23,25,13,300
Lotus corniculatus,Lotus corniculatus,Leguminosae,"Van Assche, J. A., et al. (2003). ""Seasonal cycles in the germination capacity of buried seeds of some Leguminosae (Fabaceae)."" New Phytologist 158(2): 315-323.",1996,Belgium,"Leuven, Belgium",50.86666666666667,4.683333333333334,Y,Incubator,,,Filter paper,Petri,,3,100,14,N,0,None,None,N,Y,12,N,0,23,23,23,25,29,300
Lotus corniculatus,Lotus corniculatus,Leguminosae,"Van Assche, J. A., et al. (2003). ""Seasonal cycles in the germination capacity of buried seeds of some Leguminosae (Fabaceae)."" New Phytologist 158(2): 315-323.",1996,Belgium,"Leuven, Belgium",50.86666666666667,4.683333333333334,Y,Incubator,,,Filter paper,Petri,,3,100,14,N,0,None,None,N,Y,12,N,0,10,10,10,10,28,300
Lotus corniculatus,Lotus corniculatus,Leguminosae,"Van Assche, J. A., et al. (2003). ""Seasonal cycles in the germination capacity of buried seeds of some Leguminosae (Fabaceae)."" New Phytologist 158(2): 315-323.",1996,Belgium,"Leuven, Belgium",50.86666666666667,4.683333333333334,Y,Incubator,,,Filter paper,Petri,,3,100,14,N,0,None,None,N,Y,12,Y,10,20,10,15,15,32,300
Medicago lupulina,Medicago lupulina,Leguminosae,"Van Assche, J. A., et al. (2003). ""Seasonal cycles in the germination capacity of buried seeds of some Leguminosae (Fabaceae)."" New Phytologist 158(2): 315-323.",1996,Belgium,"Leuven, Belgium",50.86666666666667,4.683333333333334,Y,Incubator,,,Filter paper,Petri,,3,100,56,N,0,None,None,N,Y,12,N,0,5,5,5,5,11,300
Rumex acetosella,Rumex acetosella,Polygonaceae,"Van Assche, J., et al. (2002). ""The comparative germination ecology of nine Rumex species."" Plant Ecology 159(2): 131-142.",1993,Belgium,"Leuven, Belgium",50.86666666666667,4.7,N,Incubator,,,Filter paper,Petri,,3,100,7,N,0,None,None,N,Y,12,Y,10,20,10,15,15,4,300
Rumex acetosella,Rumex acetosella,Polygonaceae,"Van Assche, J., et al. (2002). ""The comparative germination ecology of nine Rumex species."" Plant Ecology 159(2): 131-142.",1993,Belgium,"Leuven, Belgium",50.86666666666667,4.7,N,Incubator,,,Filter paper,Petri,,3,100,7,N,0,None,None,N,N,0,N,0,23,23,23,25,0,300
Rumex acetosella,Rumex acetosella,Polygonaceae,"Van Assche, J., et al. (2002). ""The comparative germination ecology of nine Rumex species."" Plant Ecology 159(2): 131-142.",1993,Belgium,"Leuven, Belgium",50.86666666666667,4.7,N,Incubator,,,Filter paper,Petri,,3,100,7,N,0,None,None,N,N,0,Y,10,20,10,15,15,0,300
Rumex acetosella,Rumex acetosella,Polygonaceae,"Van Assche, J., et al. (2002). ""The comparative germination ecology of nine Rumex species."" Plant Ecology 159(2): 131-142.",1993,Belgium,"Leuven, Belgium",50.86666666666667,4.7,N,Incubator,,,Filter paper,Petri,,3,100,7,N,0,None,None,N,Y,12,N,0,23,23,23,25,3,300
Stellaria media,Stellaria media,Caryophyllaceae,"van der Vegte, F. W. (1978). ""Population differentiation and germination ecology in Stellaria media (L.) Vill."" Oecologia 37(2): 231-245.",1977,Netherlands,The Netherlands,52.31666666666667,4.566666666666666,Y,Incubator,,,Filter paper,Tray,10 x 10 x 10 cm,2,100,42,N,0,None,None,N,Y,8,N,0,28,28,27.999999999999996,30,0,200
Stellaria media,Stellaria media,Caryophyllaceae,"van der Vegte, F. W. (1978). ""Population differentiation and germination ecology in Stellaria media (L.) Vill."" Oecologia 37(2): 231-245.",1977,Netherlands,The Netherlands,52.31666666666667,4.566666666666666,Y,Incubator,,,Filter paper,Tray,10 x 10 x 10 cm,2,100,42,N,0,None,None,N,Y,8,N,0,4,4,4,5,0,200
Stellaria media,Stellaria media,Caryophyllaceae,"van der Vegte, F. W. (1978). ""Population differentiation and germination ecology in Stellaria media (L.) Vill."" Oecologia 37(2): 231-245.",1977,Netherlands,The Netherlands,52.31666666666667,4.566666666666666,Y,Incubator,,,Filter paper,Tray,10 x 10 x 10 cm,2,100,42,N,0,None,None,N,Y,8,N,0,12,12,12,10,140,200
